id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
printer-50-colop_1385,"Printer 50, 69x30mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Roșu",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-red___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/p/printer-50-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=rosu,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",164RON,in stock,printer-50-colop_1381,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-black___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_black-red___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-red___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-white___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-yellow___COLOP-Printer-50.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,164RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Roșu"
printer-50-colop_1384,"Printer 50, 69x30mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Negru",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-black___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/p/printer-50-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=negru,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",164RON,in stock,printer-50-colop_1381,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_black-red___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-red___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-white___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-yellow___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_black-black___COLOP-Printer-50.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,164RON,new,published,,,,,,default,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Negru"
printer-50-colop_1383,"Printer 50, 69x30mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Galben",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-yellow___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/p/printer-50-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=galben,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",164RON,in stock,printer-50-colop_1381,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-black___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_black-red___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-red___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-white___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-yellow___COLOP-Printer-50.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,164RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Galben"
printer-50-colop_1382,"Printer 50, 69x30mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Alb",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-white___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/p/printer-50-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=alb,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",164RON,in stock,printer-50-colop_1381,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-black___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_black-red___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-red___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-white___COLOP-Printer-50.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145103_white-yellow___COLOP-Printer-50.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,164RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Alb"
printer-40-colop_1380,"Printer 40, 59x23mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Negru",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-black___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/p/printer-40-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=negru,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",113RON,in stock,printer-40-colop_1364,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-black___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-white___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-yellow___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-green___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-red___COLOP-Printer-40.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,113RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Negru"
printer-40-colop_1379,"Printer 40, 59x23mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Roșu",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-red___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/p/printer-40-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=rosu,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",113RON,in stock,printer-40-colop_1364,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-black___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-white___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-yellow___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-green___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-red___COLOP-Printer-40.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,113RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Roșu"
printer-40-colop_1378,"Printer 40, 59x23mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Albastru",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-blue___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/p/printer-40-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=albastru,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",113RON,in stock,printer-40-colop_1364,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-black___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-white___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-yellow___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-green___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-red___COLOP-Printer-40.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,113RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Albastru"
printer-40-colop_1377,"Printer 40, 59x23mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Verde",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-green___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/p/printer-40-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=verde,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",113RON,in stock,printer-40-colop_1364,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-black___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-white___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-yellow___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-green___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-red___COLOP-Printer-40.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,113RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Verde"
printer-40-colop_1376,"Printer 40, 59x23mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Roșu",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-red___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/p/printer-40-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=rosu,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",113RON,in stock,printer-40-colop_1364,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-black___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-white___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-yellow___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-green___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-red___COLOP-Printer-40.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,113RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Roșu"
printer-40-colop_1375,"Printer 40, 59x23mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Negru",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-black___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/p/printer-40-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=negru,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",113RON,in stock,printer-40-colop_1364,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-white___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-yellow___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-green___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-red___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-blue___COLOP-Printer-40-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,113RON,new,published,,,,,,default,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Negru"
printer-40-colop_1374,"Printer 40, 59x23mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Galben",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-yellow___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/p/printer-40-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=galben,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",113RON,in stock,printer-40-colop_1364,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-black___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-white___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-yellow___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-green___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-red___COLOP-Printer-40.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,113RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Galben"
printer-40-colop_1373,"Printer 40, 59x23mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Alb",https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-white___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/p/printer-40-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=alb,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",113RON,in stock,printer-40-colop_1364,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-black___COLOP-Printer-40-1.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-white___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_white-yellow___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-green___COLOP-Printer-40.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/145052_black-red___COLOP-Printer-40.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,113RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Alb"
printer-30-colop_1355,"Printer 30, 47x18mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Negru",https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/p/printer-30-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=negru,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",104RON,in stock,printer-30-colop_1347,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-white___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-yellow___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-black___COLOP-Printer-30.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,104RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Negru"
printer-30-colop_1354,"Printer 30, 47x18mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Albastru",https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-blue___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/p/printer-30-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=albastru,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",104RON,in stock,printer-30-colop_1347,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-white___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-yellow___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-black___COLOP-Printer-30.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,104RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Albastru"
printer-30-colop_1353,"Printer 30, 47x18mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Verde",https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-green___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/p/printer-30-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=verde,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",104RON,in stock,printer-30-colop_1347,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-white___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-yellow___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-black___COLOP-Printer-30.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,104RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Verde"
printer-30-colop_1352,"Printer 30, 47x18mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Roșu",https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/p/printer-30-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=rosu,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",104RON,in stock,printer-30-colop_1347,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-white___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-yellow___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-black___COLOP-Printer-30.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,104RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Roșu"
printer-30-colop_1351,"Printer 30, 47x18mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Roșu",https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/p/printer-30-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=rosu,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",104RON,in stock,printer-30-colop_1347,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-white___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-yellow___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-black___COLOP-Printer-30.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,104RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Roșu"
printer-30-colop_1350,"Printer 30, 47x18mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Galben",https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-yellow___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/p/printer-30-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=galben,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",104RON,in stock,printer-30-colop_1347,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-white___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-yellow___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-black___COLOP-Printer-30.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,104RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Galben"
printer-30-colop_1349,"Printer 30, 47x18mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Alb",https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-white___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/p/printer-30-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=alb,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",104RON,in stock,printer-30-colop_1347,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-white___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-yellow___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-black___COLOP-Printer-30.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,104RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Alb"
printer-30-colop_1348,"Printer 30, 47x18mm, COLOP","Culoare Suport: Alb, Culoare Etichetă: Negru",https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/p/printer-30-colop/?attribute_pa_culoare-suport=alb&attribute_pa_culoare-eticheta=negru,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",104RON,in stock,printer-30-colop_1347,,"https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-red___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-white___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_white-yellow___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-black___COLOP-Printer-30.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/07/144201_black-blue___COLOP-Printer-30.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,104RON,new,published,,,,,,default,"culoare-suport:Alb/Negru:Alb,culoare-eticheta:Negru/Alb/Galben/Roșu/Verde/Albastru:Negru"
printer-20-colop_1345,"Printer 20, 38x14mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Negru",https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_black-black___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/p/printer-20-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=negru,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",87RON,in stock,printer-20-colop_773,,"https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-black___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-red___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-white___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-yellow___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_black-black___COLOP-Printer-20.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,87RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Galben/Alb/Roșu/Verde/Albastru:Negru"
printer-20-colop_1344,"Printer 20, 38x14mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Albastru",https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_black-blue___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/p/printer-20-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=albastru,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",87RON,in stock,printer-20-colop_773,,"https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-black___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-red___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-white___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-yellow___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_black-black___COLOP-Printer-20.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,87RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Galben/Alb/Roșu/Verde/Albastru:Albastru"
printer-20-colop_1343,"Printer 20, 38x14mm, COLOP","Culoare Suport: Negru, Culoare Etichetă: Verde",https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_black-green___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/p/printer-20-colop/?attribute_pa_culoare-suport=negru&attribute_pa_culoare-eticheta=verde,"Fisiere, Ștampile, Dreptunghiulare, de Birou","Stampile Rapide",87RON,in stock,printer-20-colop_773,,"https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-black___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-red___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-white___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_white-yellow___COLOP-Printer-20.jpg,https://www.stampilerapide.ro/wp-content/uploads/2020/05/145029_black-black___COLOP-Printer-20.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,87RON,new,published,,,,,,,"culoare-suport:Alb/Negru:Negru,culoare-eticheta:Negru/Galben/Alb/Roșu/Verde/Albastru:Verde"
